Country,Year,Sex,NCD_Mortality,IndicatorName,CountryCode,Risk_Level,Continent
Belize,2005,Both sexes,495.9,Age-standardized NCD mortality rate  (per 100 000 population),BLZ,Moderate,
Mauritania,2005,Both sexes,509.2,Age-standardized NCD mortality rate  (per 100 000 population),MRT,Moderate,
Brunei Darussalam,2005,Both sexes,512.2,Age-standardized NCD mortality rate  (per 100 000 population),BRN,Moderate,
Uruguay,2005,Both sexes,507.1,Age-standardized NCD mortality rate  (per 100 000 population),URY,Moderate,
Tunisia,2005,Both sexes,519.5,Age-standardized NCD mortality rate  (per 100 000 population),TUN,Moderate,
Bosnia and Herzegovina,2005,Both sexes,515.2,Age-standardized NCD mortality rate  (per 100 000 population),BIH,Moderate,
Antigua and Barbuda,2005,Both sexes,519.1,Age-standardized NCD mortality rate  (per 100 000 population),ATG,Moderate,
South Sudan,2005,Both sexes,526.1,Age-standardized NCD mortality rate  (per 100 000 population),SSD,Moderate,
India,2005,Both sexes,528.7,Age-standardized NCD mortality rate  (per 100 000 population),IND,Moderate,Asia
Barbados,2005,Both sexes,531.0,Age-standardized NCD mortality rate  (per 100 000 population),BRB,Moderate,
Saint Lucia,2005,Both sexes,530.4,Age-standardized NCD mortality rate  (per 100 000 population),LCA,Moderate,
Bhutan,2005,Both sexes,536.8,Age-standardized NCD mortality rate  (per 100 000 population),BTN,Moderate,
Libya,2005,Both sexes,538.4,Age-standardized NCD mortality rate  (per 100 000 population),LBY,Moderate,
Nigeria,2005,Both sexes,536.9,Age-standardized NCD mortality rate  (per 100 000 population),NGA,Moderate,
Saint Vincent and the Grenadines,2005,Both sexes,544.2,Age-standardized NCD mortality rate  (per 100 000 population),VCT,Moderate,
Brazil,2005,Both sexes,538.5,Age-standardized NCD mortality rate  (per 100 000 population),BRA,Moderate,South America
Timor-Leste,2005,Both sexes,541.1,Age-standardized NCD mortality rate  (per 100 000 population),TLS,Moderate,
Bahamas,2005,Both sexes,552.3,Age-standardized NCD mortality rate  (per 100 000 population),BHS,Moderate,
Niger,2005,Both sexes,558.9,Age-standardized NCD mortality rate  (per 100 000 population),NER,Moderate,
Mozambique,2005,Both sexes,558.9,Age-standardized NCD mortality rate  (per 100 000 population),MOZ,Moderate,
Malaysia,2005,Both sexes,560.3,Age-standardized NCD mortality rate  (per 100 000 population),MYS,Moderate,
Czechia,2005,Both sexes,563.5,Age-standardized NCD mortality rate  (per 100 000 population),CZE,Moderate,
Bolivia (Plurinational State of),2005,Both sexes,572.6,Age-standardized NCD mortality rate  (per 100 000 population),BOL,Moderate,
Honduras,2005,Both sexes,566.6,Age-standardized NCD mortality rate  (per 100 000 population),HND,Moderate,
Algeria,2005,Both sexes,567.5,Age-standardized NCD mortality rate  (per 100 000 population),DZA,Moderate,
Cote d'Ivoire,2005,Both sexes,571.7,Age-standardized NCD mortality rate  (per 100 000 population),CIV,Moderate,
Suriname,2005,Both sexes,567.3,Age-standardized NCD mortality rate  (per 100 000 population),SUR,Moderate,
Croatia,2005,Both sexes,572.9,Age-standardized NCD mortality rate  (per 100 000 population),HRV,Moderate,
Botswana,2005,Both sexes,584.0,Age-standardized NCD mortality rate  (per 100 000 population),BWA,Moderate,
Liberia,2005,Both sexes,582.6,Age-standardized NCD mortality rate  (per 100 000 population),LBR,Moderate,
Viet Nam,2005,Both sexes,577.6,Age-standardized NCD mortality rate  (per 100 000 population),VNM,Moderate,
South Africa,2005,Both sexes,583.1,Age-standardized NCD mortality rate  (per 100 000 population),ZAF,Moderate,
Sri Lanka,2005,Both sexes,578.6,Age-standardized NCD mortality rate  (per 100 000 population),LKA,Moderate,
Poland,2005,Both sexes,582.8,Age-standardized NCD mortality rate  (per 100 000 population),POL,Moderate,
Sao Tome and Principe,2005,Both sexes,592.6,Age-standardized NCD mortality rate  (per 100 000 population),STP,Moderate,
Ethiopia,2005,Both sexes,587.6,Age-standardized NCD mortality rate  (per 100 000 population),ETH,Moderate,
Albania,2005,Both sexes,587.4,Age-standardized NCD mortality rate  (per 100 000 population),ALB,Moderate,
Trinidad and Tobago,2005,Both sexes,591.6,Age-standardized NCD mortality rate  (per 100 000 population),TTO,Moderate,
Bangladesh,2005,Both sexes,603.8,Age-standardized NCD mortality rate  (per 100 000 population),BGD,Moderate,
Equatorial Guinea,2005,Both sexes,608.8,Age-standardized NCD mortality rate  (per 100 000 population),GNQ,Moderate,
Iraq,2005,Both sexes,608.0,Age-standardized NCD mortality rate  (per 100 000 population),IRQ,Moderate,
Oman,2005,Both sexes,611.0,Age-standardized NCD mortality rate  (per 100 000 population),OMN,Moderate,
Philippines,2005,Both sexes,617.0,Age-standardized NCD mortality rate  (per 100 000 population),PHL,Moderate,
Djibouti,2005,Both sexes,619.2,Age-standardized NCD mortality rate  (per 100 000 population),DJI,Moderate,
Zambia,2005,Both sexes,616.8,Age-standardized NCD mortality rate  (per 100 000 population),ZMB,Moderate,
Senegal,2005,Both sexes,624.0,Age-standardized NCD mortality rate  (per 100 000 population),SEN,Moderate,
Benin,2005,Both sexes,624.3,Age-standardized NCD mortality rate  (per 100 000 population),BEN,Moderate,
Morocco,2005,Both sexes,624.5,Age-standardized NCD mortality rate  (per 100 000 population),MAR,Moderate,
Jamaica,2005,Both sexes,623.4,Age-standardized NCD mortality rate  (per 100 000 population),JAM,Moderate,
Democratic People's Republic of Korea,2005,Both sexes,626.5,Age-standardized NCD mortality rate  (per 100 000 population),PRK,Moderate,
Sudan,2005,Both sexes,636.4,Age-standardized NCD mortality rate  (per 100 000 population),SDN,Moderate,
Mali,2005,Both sexes,640.3,Age-standardized NCD mortality rate  (per 100 000 population),MLI,Moderate,
Guinea,2005,Both sexes,636.7,Age-standardized NCD mortality rate  (per 100 000 population),GIN,Moderate,
Seychelles,2005,Both sexes,641.0,Age-standardized NCD mortality rate  (per 100 000 population),SYC,Moderate,
Slovakia,2005,Both sexes,644.0,Age-standardized NCD mortality rate  (per 100 000 population),SVK,Moderate,
Comoros,2005,Both sexes,645.7,Age-standardized NCD mortality rate  (per 100 000 population),COM,Moderate,
Namibia,2005,Both sexes,651.0,Age-standardized NCD mortality rate  (per 100 000 population),NAM,Moderate,
Ghana,2005,Both sexes,652.1,Age-standardized NCD mortality rate  (per 100 000 population),GHA,Moderate,
Estonia,2005,Both sexes,650.9,Age-standardized NCD mortality rate  (per 100 000 population),EST,Moderate,
Chad,2005,Both sexes,664.2,Age-standardized NCD mortality rate  (per 100 000 population),TCD,Moderate,
Gambia,2005,Both sexes,661.5,Age-standardized NCD mortality rate  (per 100 000 population),GMB,Moderate,
Jordan,2005,Both sexes,661.3,Age-standardized NCD mortality rate  (per 100 000 population),JOR,Moderate,
Malawi,2005,Both sexes,672.7,Age-standardized NCD mortality rate  (per 100 000 population),MWI,Moderate,
Tonga,2005,Both sexes,666.9,Age-standardized NCD mortality rate  (per 100 000 population),TON,Moderate,
Montenegro,2005,Both sexes,671.3,Age-standardized NCD mortality rate  (per 100 000 population),MNE,Moderate,
Lithuania,2005,Both sexes,673.0,Age-standardized NCD mortality rate  (per 100 000 population),LTU,Moderate,
Uganda,2005,Both sexes,684.5,Age-standardized NCD mortality rate  (per 100 000 population),UGA,Moderate,Africa
Burkina Faso,2005,Both sexes,680.4,Age-standardized NCD mortality rate  (per 100 000 population),BFA,Moderate,
Sierra Leone,2005,Both sexes,680.7,Age-standardized NCD mortality rate  (per 100 000 population),SLE,Moderate,
Gabon,2005,Both sexes,690.1,Age-standardized NCD mortality rate  (per 100 000 population),GAB,Moderate,
Maldives,2005,Both sexes,691.7,Age-standardized NCD mortality rate  (per 100 000 population),MDV,Moderate,
Indonesia,2005,Both sexes,692.5,Age-standardized NCD mortality rate  (per 100 000 population),IDN,Moderate,
Mauritius,2005,Both sexes,701.4,Age-standardized NCD mortality rate  (per 100 000 population),MUS,Moderate,
Cameroon,2005,Both sexes,705.7,Age-standardized NCD mortality rate  (per 100 000 population),CMR,Moderate,
Syrian Arab Republic,2005,Both sexes,714.3,Age-standardized NCD mortality rate  (per 100 000 population),SYR,Moderate,
Georgia,2005,Both sexes,711.7,Age-standardized NCD mortality rate  (per 100 000 population),GEO,Moderate,
China,2005,Both sexes,710.1,Age-standardized NCD mortality rate  (per 100 000 population),CHN,Moderate,Asia
Hungary,2005,Both sexes,706.7,Age-standardized NCD mortality rate  (per 100 000 population),HUN,Moderate,
Democratic Republic of the Congo,2005,Both sexes,717.2,Age-standardized NCD mortality rate  (per 100 000 population),COD,Moderate,
Papua New Guinea,2005,Both sexes,718.4,Age-standardized NCD mortality rate  (per 100 000 population),PNG,Moderate,
Cambodia,2005,Both sexes,719.6,Age-standardized NCD mortality rate  (per 100 000 population),KHM,Moderate,
Rwanda,2005,Both sexes,716.1,Age-standardized NCD mortality rate  (per 100 000 population),RWA,Moderate,Africa
Romania,2005,Both sexes,722.4,Age-standardized NCD mortality rate  (per 100 000 population),ROU,Moderate,
Yemen,2005,Both sexes,727.8,Age-standardized NCD mortality rate  (per 100 000 population),YEM,Moderate,
North Macedonia,2005,Both sexes,729.7,Age-standardized NCD mortality rate  (per 100 000 population),MKD,Moderate,
Armenia,2005,Both sexes,732.4,Age-standardized NCD mortality rate  (per 100 000 population),ARM,Moderate,
Saudi Arabia,2005,Both sexes,738.3,Age-standardized NCD mortality rate  (per 100 000 population),SAU,Moderate,
Latvia,2005,Both sexes,741.7,Age-standardized NCD mortality rate  (per 100 000 population),LVA,Moderate,
Burundi,2005,Both sexes,752.1,Age-standardized NCD mortality rate  (per 100 000 population),BDI,Moderate,
Angola,2005,Both sexes,748.4,Age-standardized NCD mortality rate  (per 100 000 population),AGO,Moderate,
Togo,2005,Both sexes,746.5,Age-standardized NCD mortality rate  (per 100 000 population),TGO,Moderate,
Madagascar,2005,Both sexes,750.7,Age-standardized NCD mortality rate  (per 100 000 population),MDG,Moderate,
Bulgaria,2005,Both sexes,747.1,Age-standardized NCD mortality rate  (per 100 000 population),BGR,Moderate,
Pakistan,2005,Both sexes,757.0,Age-standardized NCD mortality rate  (per 100 000 population),PAK,Moderate,
Guinea-Bissau,2005,Both sexes,765.6,Age-standardized NCD mortality rate  (per 100 000 population),GNB,Moderate,
Serbia,2005,Both sexes,767.5,Age-standardized NCD mortality rate  (per 100 000 population),SRB,Moderate,
Samoa,2005,Both sexes,782.2,Age-standardized NCD mortality rate  (per 100 000 population),WSM,Moderate,
"occupied Palestinian territory, including east Jerusalem",2005,Both sexes,778.6,Age-standardized NCD mortality rate  (per 100 000 population),PSE,Moderate,
Tajikistan,2005,Both sexes,781.3,Age-standardized NCD mortality rate  (per 100 000 population),TJK,Moderate,
Lesotho,2005,Both sexes,793.0,Age-standardized NCD mortality rate  (per 100 000 population),LSO,Moderate,
Egypt,2005,Both sexes,803.6,Age-standardized NCD mortality rate  (per 100 000 population),EGY,High,
Zimbabwe,2005,Both sexes,811.6,Age-standardized NCD mortality rate  (per 100 000 population),ZWE,High,
Lao People's Democratic Republic,2005,Both sexes,811.0,Age-standardized NCD mortality rate  (per 100 000 population),LAO,High,
Myanmar,2005,Both sexes,821.6,Age-standardized NCD mortality rate  (per 100 000 population),MMR,High,
Guyana,2005,Both sexes,818.1,Age-standardized NCD mortality rate  (per 100 000 population),GUY,High,
Congo,2005,Both sexes,827.3,Age-standardized NCD mortality rate  (per 100 000 population),COG,High,
Central African Republic,2005,Both sexes,858.6,Age-standardized NCD mortality rate  (per 100 000 population),CAF,High,
Eritrea,2005,Both sexes,856.6,Age-standardized NCD mortality rate  (per 100 000 population),ERI,High,
Grenada,2005,Both sexes,864.0,Age-standardized NCD mortality rate  (per 100 000 population),GRD,High,
Solomon Islands,2005,Both sexes,868.8,Age-standardized NCD mortality rate  (per 100 000 population),SLB,High,
Belarus,2005,Both sexes,872.6,Age-standardized NCD mortality rate  (per 100 000 population),BLR,High,
Somalia,2005,Both sexes,876.5,Age-standardized NCD mortality rate  (per 100 000 population),SOM,High,
Azerbaijan,2005,Both sexes,875.8,Age-standardized NCD mortality rate  (per 100 000 population),AZE,High,
Kyrgyzstan,2005,Both sexes,886.2,Age-standardized NCD mortality rate  (per 100 000 population),KGZ,High,
Ukraine,2005,Both sexes,914.4,Age-standardized NCD mortality rate  (per 100 000 population),UKR,High,
Qatar,2005,Both sexes,917.7,Age-standardized NCD mortality rate  (per 100 000 population),QAT,High,
Haiti,2005,Both sexes,929.2,Age-standardized NCD mortality rate  (per 100 000 population),HTI,High,
Turkmenistan,2005,Both sexes,932.2,Age-standardized NCD mortality rate  (per 100 000 population),TKM,High,
Eswatini,2005,Both sexes,965.2,Age-standardized NCD mortality rate  (per 100 000 population),SWZ,High,
Kazakhstan,2005,Both sexes,972.2,Age-standardized NCD mortality rate  (per 100 000 population),KAZ,High,
Russian Federation,2005,Both sexes,972.2,Age-standardized NCD mortality rate  (per 100 000 population),RUS,High,
Mongolia,2004,Both sexes,1022.0,Age-standardized NCD mortality rate  (per 100 000 population),MNG,High,
Vanuatu,2004,Both sexes,1022.0,Age-standardized NCD mortality rate  (per 100 000 population),VUT,High,
Micronesia (Federated States of),2004,Both sexes,1034.0,Age-standardized NCD mortality rate  (per 100 000 population),FSM,High,
Fiji,2004,Both sexes,1038.0,Age-standardized NCD mortality rate  (per 100 000 population),FJI,High,
Bahrain,2004,Both sexes,1041.0,Age-standardized NCD mortality rate  (per 100 000 population),BHR,High,
Republic of Moldova,2004,Both sexes,1040.0,Age-standardized NCD mortality rate  (per 100 000 population),MDA,High,
Kiribati,2004,Both sexes,1072.0,Age-standardized NCD mortality rate  (per 100 000 population),KIR,High,
Afghanistan,2004,Both sexes,1106.0,Age-standardized NCD mortality rate  (per 100 000 population),AFG,High,
Uzbekistan,2004,Both sexes,1234.0,Age-standardized NCD mortality rate  (per 100 000 population),UZB,Very High,
Japan,2004,Both sexes,268.7,Age-standardized NCD mortality rate  (per 100 000 population),JPN,Low,
Peru,2004,Both sexes,311.0,Age-standardized NCD mortality rate  (per 100 000 population),PER,Low,
Singapore,2004,Both sexes,328.9,Age-standardized NCD mortality rate  (per 100 000 population),SGP,Low,
Switzerland,2004,Both sexes,344.0,Age-standardized NCD mortality rate  (per 100 000 population),CHE,Low,
Australia,2004,Both sexes,350.1,Age-standardized NCD mortality rate  (per 100 000 population),AUS,Low,Oceania
France,2004,Both sexes,361.8,Age-standardized NCD mortality rate  (per 100 000 population),FRA,Low,
Iceland,2004,Both sexes,359.0,Age-standardized NCD mortality rate  (per 100 000 population),ISL,Low,
United Arab Emirates,2004,Both sexes,371.3,Age-standardized NCD mortality rate  (per 100 000 population),ARE,Low,
Italy,2004,Both sexes,370.4,Age-standardized NCD mortality rate  (per 100 000 population),ITA,Low,
Canada,2004,Both sexes,379.3,Age-standardized NCD mortality rate  (per 100 000 population),CAN,Low,North America
Spain,2004,Both sexes,379.3,Age-standardized NCD mortality rate  (per 100 000 population),ESP,Low,
Sweden,2004,Both sexes,376.5,Age-standardized NCD mortality rate  (per 100 000 population),SWE,Low,
Costa Rica,2004,Both sexes,384.6,Age-standardized NCD mortality rate  (per 100 000 population),CRI,Low,
Israel,2004,Both sexes,387.1,Age-standardized NCD mortality rate  (per 100 000 population),ISR,Low,
Norway,2004,Both sexes,388.5,Age-standardized NCD mortality rate  (per 100 000 population),NOR,Low,
Puerto Rico,2004,Both sexes,402.4,Age-standardized NCD mortality rate  (per 100 000 population),PRI,Moderate,
Luxembourg,2004,Both sexes,403.9,Age-standardized NCD mortality rate  (per 100 000 population),LUX,Moderate,
Kuwait,2004,Both sexes,403.2,Age-standardized NCD mortality rate  (per 100 000 population),KWT,Moderate,
Nicaragua,2004,Both sexes,413.9,Age-standardized NCD mortality rate  (per 100 000 population),NIC,Moderate,
Belgium,2004,Both sexes,407.3,Age-standardized NCD mortality rate  (per 100 000 population),BEL,Moderate,
New Zealand,2004,Both sexes,411.6,Age-standardized NCD mortality rate  (per 100 000 population),NZL,Moderate,
Finland,2004,Both sexes,413.1,Age-standardized NCD mortality rate  (per 100 000 population),FIN,Moderate,
Cyprus,2004,Both sexes,417.3,Age-standardized NCD mortality rate  (per 100 000 population),CYP,Moderate,
El Salvador,2004,Both sexes,418.4,Age-standardized NCD mortality rate  (per 100 000 population),SLV,Moderate,
Austria,2004,Both sexes,417.1,Age-standardized NCD mortality rate  (per 100 000 population),AUT,Moderate,
Netherlands (Kingdom of the),2004,Both sexes,424.2,Age-standardized NCD mortality rate  (per 100 000 population),NLD,Moderate,
Greece,2004,Both sexes,420.2,Age-standardized NCD mortality rate  (per 100 000 population),GRC,Moderate,
Panama,2004,Both sexes,421.8,Age-standardized NCD mortality rate  (per 100 000 population),PAN,Moderate,
Dominican Republic,2004,Both sexes,433.6,Age-standardized NCD mortality rate  (per 100 000 population),DOM,Moderate,
Germany,2004,Both sexes,427.5,Age-standardized NCD mortality rate  (per 100 000 population),DEU,Moderate,Europe
Portugal,2004,Both sexes,429.4,Age-standardized NCD mortality rate  (per 100 000 population),PRT,Moderate,
Malta,2004,Both sexes,430.5,Age-standardized NCD mortality rate  (per 100 000 population),MLT,Moderate,
United Kingdom of Great Britain and Northern Ireland,2004,Both sexes,429.1,Age-standardized NCD mortality rate  (per 100 000 population),GBR,Moderate,
Lebanon,2004,Both sexes,444.8,Age-standardized NCD mortality rate  (per 100 000 population),LBN,Moderate,
Republic of Korea,2004,Both sexes,436.1,Age-standardized NCD mortality rate  (per 100 000 population),KOR,Moderate,
Paraguay,2004,Both sexes,440.7,Age-standardized NCD mortality rate  (per 100 000 population),PRY,Moderate,
Chile,2004,Both sexes,436.8,Age-standardized NCD mortality rate  (per 100 000 population),CHL,Moderate,
Ireland,2004,Both sexes,435.4,Age-standardized NCD mortality rate  (per 100 000 population),IRL,Moderate,
Cuba,2004,Both sexes,435.8,Age-standardized NCD mortality rate  (per 100 000 population),CUB,Moderate,
Kenya,2004,Both sexes,449.8,Age-standardized NCD mortality rate  (per 100 000 population),KEN,Moderate,Africa
Cabo Verde,2004,Both sexes,445.3,Age-standardized NCD mortality rate  (per 100 000 population),CPV,Moderate,
United States of America,2004,Both sexes,450.0,Age-standardized NCD mortality rate  (per 100 000 population),USA,Moderate,
Thailand,2004,Both sexes,462.0,Age-standardized NCD mortality rate  (per 100 000 population),THA,Moderate,
Nepal,2004,Both sexes,466.7,Age-standardized NCD mortality rate  (per 100 000 population),NPL,Moderate,
Venezuela (Bolivarian Republic of),2004,Both sexes,466.1,Age-standardized NCD mortality rate  (per 100 000 population),VEN,Moderate,
Ecuador,2004,Both sexes,469.3,Age-standardized NCD mortality rate  (per 100 000 population),ECU,Moderate,
Mexico,2004,Both sexes,473.0,Age-standardized NCD mortality rate  (per 100 000 population),MEX,Moderate,
Guatemala,2004,Both sexes,471.6,Age-standardized NCD mortality rate  (per 100 000 population),GTM,Moderate,
United Republic of Tanzania,2004,Both sexes,481.5,Age-standardized NCD mortality rate  (per 100 000 population),TZA,Moderate,
Colombia,2004,Both sexes,482.0,Age-standardized NCD mortality rate  (per 100 000 population),COL,Moderate,
Slovenia,2004,Both sexes,475.7,Age-standardized NCD mortality rate  (per 100 000 population),SVN,Moderate,
Denmark,2004,Both sexes,476.7,Age-standardized NCD mortality rate  (per 100 000 population),DNK,Moderate,
Türkiye,2004,Both sexes,499.0,Age-standardized NCD mortality rate  (per 100 000 population),TUR,Moderate,
Iran (Islamic Republic of),2004,Both sexes,501.3,Age-standardized NCD mortality rate  (per 100 000 population),IRN,Moderate,
Argentina,2004,Both sexes,503.0,Age-standardized NCD mortality rate  (per 100 000 population),ARG,Moderate,
Bosnia and Herzegovina,2004,Both sexes,511.2,Age-standardized NCD mortality rate  (per 100 000 population),BIH,Moderate,
Brunei Darussalam,2004,Both sexes,521.1,Age-standardized NCD mortality rate  (per 100 000 population),BRN,Moderate,
Tunisia,2004,Both sexes,524.3,Age-standardized NCD mortality rate  (per 100 000 population),TUN,Moderate,
Belize,2004,Both sexes,517.9,Age-standardized NCD mortality rate  (per 100 000 population),BLZ,Moderate,
Uruguay,2004,Both sexes,520.4,Age-standardized NCD mortality rate  (per 100 000 population),URY,Moderate,
South Sudan,2004,Both sexes,532.5,Age-standardized NCD mortality rate  (per 100 000 population),SSD,Moderate,
Mauritania,2004,Both sexes,530.4,Age-standardized NCD mortality rate  (per 100 000 population),MRT,Moderate,
Libya,2004,Both sexes,534.8,Age-standardized NCD mortality rate  (per 100 000 population),LBY,Moderate,
India,2004,Both sexes,531.7,Age-standardized NCD mortality rate  (per 100 000 population),IND,Moderate,Asia
Antigua and Barbuda,2004,Both sexes,525.1,Age-standardized NCD mortality rate  (per 100 000 population),ATG,Moderate,
Bhutan,2004,Both sexes,543.0,Age-standardized NCD mortality rate  (per 100 000 population),BTN,Moderate,
Barbados,2004,Both sexes,542.3,Age-standardized NCD mortality rate  (per 100 000 population),BRB,Moderate,
Saint Lucia,2004,Both sexes,542.3,Age-standardized NCD mortality rate  (per 100 000 population),LCA,Moderate,
Niger,2004,Both sexes,550.1,Age-standardized NCD mortality rate  (per 100 000 population),NER,Moderate,
Mozambique,2004,Both sexes,552.2,Age-standardized NCD mortality rate  (per 100 000 population),MOZ,Moderate,
Nigeria,2004,Both sexes,551.6,Age-standardized NCD mortality rate  (per 100 000 population),NGA,Moderate,
Jamaica,2004,Both sexes,545.7,Age-standardized NCD mortality rate  (per 100 000 population),JAM,Moderate,
Albania,2004,Both sexes,549.3,Age-standardized NCD mortality rate  (per 100 000 population),ALB,Moderate,
Timor-Leste,2004,Both sexes,545.5,Age-standardized NCD mortality rate  (per 100 000 population),TLS,Moderate,
Honduras,2004,Both sexes,558.7,Age-standardized NCD mortality rate  (per 100 000 population),HND,Moderate,
Sri Lanka,2004,Both sexes,559.8,Age-standardized NCD mortality rate  (per 100 000 population),LKA,Moderate,
Croatia,2004,Both sexes,560.4,Age-standardized NCD mortality rate  (per 100 000 population),HRV,Moderate,
Brazil,2004,Both sexes,564.9,Age-standardized NCD mortality rate  (per 100 000 population),BRA,Moderate,South America
Algeria,2004,Both sexes,572.4,Age-standardized NCD mortality rate  (per 100 000 population),DZA,Moderate,
Cote d'Ivoire,2004,Both sexes,567.0,Age-standardized NCD mortality rate  (per 100 000 population),CIV,Moderate,
Viet Nam,2004,Both sexes,574.9,Age-standardized NCD mortality rate  (per 100 000 population),VNM,Moderate,
Malaysia,2004,Both sexes,571.7,Age-standardized NCD mortality rate  (per 100 000 population),MYS,Moderate,
Saint Vincent and the Grenadines,2004,Both sexes,569.3,Age-standardized NCD mortality rate  (per 100 000 population),VCT,Moderate,
Czechia,2004,Both sexes,573.7,Age-standardized NCD mortality rate  (per 100 000 population),CZE,Moderate,
Bolivia (Plurinational State of),2004,Both sexes,579.3,Age-standardized NCD mortality rate  (per 100 000 population),BOL,Moderate,
Botswana,2004,Both sexes,575.4,Age-standardized NCD mortality rate  (per 100 000 population),BWA,Moderate,
Suriname,2004,Both sexes,581.0,Age-standardized NCD mortality rate  (per 100 000 population),SUR,Moderate,
Bahamas,2004,Both sexes,585.1,Age-standardized NCD mortality rate  (per 100 000 population),BHS,Moderate,
South Africa,2004,Both sexes,588.5,Age-standardized NCD mortality rate  (per 100 000 population),ZAF,Moderate,
Poland,2004,Both sexes,591.1,Age-standardized NCD mortality rate  (per 100 000 population),POL,Moderate,
Sao Tome and Principe,2004,Both sexes,601.8,Age-standardized NCD mortality rate  (per 100 000 population),STP,Moderate,
Ethiopia,2004,Both sexes,604.9,Age-standardized NCD mortality rate  (per 100 000 population),ETH,Moderate,
Liberia,2004,Both sexes,608.5,Age-standardized NCD mortality rate  (per 100 000 population),LBR,Moderate,
Iraq,2004,Both sexes,614.6,Age-standardized NCD mortality rate  (per 100 000 population),IRQ,Moderate,
Bangladesh,2004,Both sexes,606.6,Age-standardized NCD mortality rate  (per 100 000 population),BGD,Moderate,
Trinidad and Tobago,2004,Both sexes,612.1,Age-standardized NCD mortality rate  (per 100 000 population),TTO,Moderate,
Philippines,2004,Both sexes,618.0,Age-standardized NCD mortality rate  (per 100 000 population),PHL,Moderate,
Morocco,2004,Both sexes,621.9,Age-standardized NCD mortality rate  (per 100 000 population),MAR,Moderate,
Oman,2004,Both sexes,618.5,Age-standardized NCD mortality rate  (per 100 000 population),OMN,Moderate,
Equatorial Guinea,2004,Both sexes,632.6,Age-standardized NCD mortality rate  (per 100 000 population),GNQ,Moderate,
Gabon,2004,Both sexes,632.0,Age-standardized NCD mortality rate  (per 100 000 population),GAB,Moderate,
Djibouti,2004,Both sexes,632.1,Age-standardized NCD mortality rate  (per 100 000 population),DJI,Moderate,
Senegal,2004,Both sexes,630.7,Age-standardized NCD mortality rate  (per 100 000 population),SEN,Moderate,
Benin,2004,Both sexes,627.7,Age-standardized NCD mortality rate  (per 100 000 population),BEN,Moderate,
Democratic People's Republic of Korea,2004,Both sexes,628.7,Age-standardized NCD mortality rate  (per 100 000 population),PRK,Moderate,
Jordan,2004,Both sexes,628.7,Age-standardized NCD mortality rate  (per 100 000 population),JOR,Moderate,
Sudan,2004,Both sexes,644.8,Age-standardized NCD mortality rate  (per 100 000 population),SDN,Moderate,
Mali,2004,Both sexes,643.7,Age-standardized NCD mortality rate  (per 100 000 population),MLI,Moderate,
Zambia,2004,Both sexes,644.6,Age-standardized NCD mortality rate  (per 100 000 population),ZMB,Moderate,
Guinea,2004,Both sexes,642.7,Age-standardized NCD mortality rate  (per 100 000 population),GIN,Moderate,
Seychelles,2004,Both sexes,641.8,Age-standardized NCD mortality rate  (per 100 000 population),SYC,Moderate,
Slovakia,2004,Both sexes,637.8,Age-standardized NCD mortality rate  (per 100 000 population),SVK,Moderate,
Namibia,2004,Both sexes,654.6,Age-standardized NCD mortality rate  (per 100 000 population),NAM,Moderate,
Ghana,2004,Both sexes,651.8,Age-standardized NCD mortality rate  (per 100 000 population),GHA,Moderate,
Lithuania,2004,Both sexes,647.2,Age-standardized NCD mortality rate  (per 100 000 population),LTU,Moderate,
Chad,2004,Both sexes,658.2,Age-standardized NCD mortality rate  (per 100 000 population),TCD,Moderate,
Comoros,2004,Both sexes,656.3,Age-standardized NCD mortality rate  (per 100 000 population),COM,Moderate,
Sierra Leone,2004,Both sexes,670.6,Age-standardized NCD mortality rate  (per 100 000 population),SLE,Moderate,
Gambia,2004,Both sexes,671.7,Age-standardized NCD mortality rate  (per 100 000 population),GMB,Moderate,
Estonia,2004,Both sexes,668.0,Age-standardized NCD mortality rate  (per 100 000 population),EST,Moderate,
Burkina Faso,2004,Both sexes,683.0,Age-standardized NCD mortality rate  (per 100 000 population),BFA,Moderate,
Montenegro,2004,Both sexes,680.7,Age-standardized NCD mortality rate  (per 100 000 population),MNE,Moderate,
Indonesia,2004,Both sexes,688.6,Age-standardized NCD mortality rate  (per 100 000 population),IDN,Moderate,
Cameroon,2004,Both sexes,699.4,Age-standardized NCD mortality rate  (per 100 000 population),CMR,Moderate,
Malawi,2004,Both sexes,699.1,Age-standardized NCD mortality rate  (per 100 000 population),MWI,Moderate,
Tonga,2004,Both sexes,699.8,Age-standardized NCD mortality rate  (per 100 000 population),TON,Moderate,
Hungary,2004,Both sexes,695.0,Age-standardized NCD mortality rate  (per 100 000 population),HUN,Moderate,
Uganda,2004,Both sexes,711.8,Age-standardized NCD mortality rate  (per 100 000 population),UGA,Moderate,Africa
Papua New Guinea,2004,Both sexes,714.7,Age-standardized NCD mortality rate  (per 100 000 population),PNG,Moderate,
Mauritius,2004,Both sexes,714.9,Age-standardized NCD mortality rate  (per 100 000 population),MUS,Moderate,
Maldives,2004,Both sexes,715.5,Age-standardized NCD mortality rate  (per 100 000 population),MDV,Moderate,
North Macedonia,2004,Both sexes,724.7,Age-standardized NCD mortality rate  (per 100 000 population),MKD,Moderate,
